date,electricity_consumption,water_consumption
2022-07-20,139.76,66.49
2022-07-21,136.72,61.29
2022-07-22,129.67,61.06
2022-07-23,120.6,62.13
2022-07-24,126.79,58.98
2022-07-25,134.71,64.98
2022-07-26,131.44,58.73
2022-07-27,132.5,61.3
2022-07-28,129.56,62.52
2022-07-29,135.09,60.23
2022-07-30,120.08,58.62
2022-07-31,129.0,53.78
2022-08-01,130.69,59.5
2022-08-02,129.08,60.87
2022-08-03,132.74,57.0
2022-08-04,133.0,54.12
2022-08-05,126.39,58.43
2022-08-06,138.21,58.63
2022-08-07,141.39,56.93
2022-08-08,145.96,57.18
2022-08-09,125.05,57.98
2022-08-10,128.73,57.36
2022-08-11,120.47,60.28
2022-08-12,124.35,54.8
2022-08-13,109.54,55.33
2022-08-14,116.98,57.16
2022-08-15,121.49,57.25
2022-08-16,119.8,56.74
2022-08-17,128.26,52.65
2022-08-18,118.28,57.28
2022-08-19,119.6,56.45
2022-08-20,117.04,53.2
2022-08-21,114.66,54.31
2022-08-22,125.29,52.78
2022-08-23,123.04,56.32
2022-08-24,117.85,52.76
2022-08-25,118.58,56.46
2022-08-26,115.81,54.03
2022-08-27,106.53,49.14
2022-08-28,110.12,51.51
2022-08-29,115.02,55.22
2022-08-30,120.49,53.32
2022-08-31,117.89,56.12
2022-09-01,113.05,55.1
2022-09-02,110.68,52.82
2022-09-03,102.34,48.67
2022-09-04,117.09,52.75
2022-09-05,114.75,52.13
2022-09-06,113.34,52.68
2022-09-07,116.03,52.35
2022-09-08,118.82,52.87
2022-09-09,111.57,50.85
2022-09-10,107.63,48.07
2022-09-11,106.92,51.66
2022-09-12,112.55,51.41
2022-09-13,117.09,49.62
2022-09-14,106.56,47.48
2022-09-15,115.89,49.96
2022-09-16,112.89,52.26
2022-09-17,101.31,48.27
2022-09-18,104.34,49.96
2022-09-19,107.55,50.88
2022-09-20,111.46,50.66
2022-09-21,112.09,47.8
2022-09-22,109.04,52.18
2022-09-23,105.62,49.22
2022-09-24,103.24,47.37
2022-09-25,104.69,49.62
2022-09-26,111.77,52.02
2022-09-27,109.69,50.82
2022-09-28,110.69,50.81
2022-09-29,108.82,47.98
2022-09-30,105.73,49.41
2022-10-01,101.06,47.54
2022-10-02,102.14,47.22
2022-10-03,114.52,49.39
2022-10-04,112.02,51.86
2022-10-05,112.1,49.26
2022-10-06,111.15,51.62
2022-10-07,106.58,45.82
2022-10-08,98.54,45.87
2022-10-09,101.28,49.3
2022-10-10,109.22,50.76
2022-10-11,109.98,51.24
2022-10-12,113.34,48.8
2022-10-13,109.53,53.81
2022-10-14,119.5,49.28
2022-10-15,110.23,43.07
2022-10-16,116.65,52.61
2022-10-17,112.09,50.63
2022-10-18,114.0,52.35
2022-10-19,109.6,47.69
2022-10-20,121.42,52.56
2022-10-21,113.61,51.7
2022-10-22,100.02,48.71
2022-10-23,111.72,46.03
2022-10-24,113.51,53.31
2022-10-25,112.41,53.78
2022-10-26,114.01,49.51
2022-10-27,113.56,46.45
2022-10-28,111.32,48.83
2022-10-29,101.94,49.63
2022-10-30,109.22,48.06
2022-10-31,112.72,52.94
2022-11-01,113.09,51.72
2022-11-02,115.94,54.43
2022-11-03,116.18,54.84
2022-11-04,110.17,47.16
2022-11-05,109.7,46.63
2022-11-06,107.15,52.81
2022-11-07,116.51,52.49
2022-11-08,118.27,51.31
2022-11-09,115.94,50.53
2022-11-10,119.57,51.72
2022-11-11,111.77,49.52
2022-11-12,117.29,51.88
2022-11-13,112.63,47.05
2022-11-14,117.53,54.13
2022-11-15,125.16,54.6
2022-11-16,123.27,56.86
2022-11-17,121.94,55.05
2022-11-18,111.57,52.83
2022-11-19,112.12,49.76
2022-11-20,117.12,48.34
2022-11-21,124.21,51.29
2022-11-22,122.81,56.17
2022-11-23,126.21,51.9
2022-11-24,119.87,56.56
2022-11-25,118.83,53.45
2022-11-26,117.12,48.81
2022-11-27,116.84,54.21
2022-11-28,129.68,57.31
2022-11-29,124.82,56.65
2022-11-30,129.93,54.85
2022-12-01,127.21,56.54
2022-12-02,120.61,55.12
2022-12-03,117.94,51.65
2022-12-04,121.18,50.91
2022-12-05,124.5,58.03
2022-12-06,130.34,59.23
2022-12-07,128.34,57.2
2022-12-08,134.78,59.44
2022-12-09,127.04,56.9
2022-12-10,122.09,54.56
2022-12-11,132.05,53.42
2022-12-12,135.04,59.32
2022-12-13,136.12,58.53
2022-12-14,135.94,60.03
2022-12-15,133.09,58.16
2022-12-16,126.88,55.98
2022-12-17,122.61,53.65
2022-12-18,124.13,56.7
2022-12-19,136.77,61.46
2022-12-20,134.46,59.44
2022-12-21,135.63,57.74
2022-12-22,126.81,55.38
2022-12-23,121.71,54.14
2022-12-24,114.56,51.48
2022-12-25,127.49,58.79
2022-12-26,135.26,59.9
2022-12-27,133.87,59.28
2022-12-28,137.79,61.01
2022-12-29,137.15,64.49
2022-12-30,132.34,56.04
2022-12-31,129.3,57.81
2023-01-01,132.17,59.12
2023-01-02,103.53,50.03
2023-01-03,109.92,54.27
2023-01-04,124.08,57.16
2023-01-05,106.5,54.6
2023-01-06,113.41,58.07
2023-01-07,109.24,52.26
2023-01-08,107.32,50.97
2023-01-09,107.69,52.15
2023-01-10,109.82,53.74
2023-01-11,117.24,54.93
2023-01-12,118.19,56.48
2023-01-13,112.44,54.42
2023-01-14,113.7,48.26
2023-01-15,107.09,50.43
2023-01-16,109.16,51.45
2023-01-17,119.46,54.14
2023-01-18,117.29,55.46
2023-01-19,119.3,54.88
2023-01-20,120.74,54.21
2023-01-21,111.71,54.62
2023-01-22,109.28,52.58
2023-01-23,111.01,50.73
2023-01-24,124.3,56.09
2023-01-25,115.03,56.37
2023-01-26,121.24,56.44
2023-01-27,118.72,52.87
2023-01-28,109.7,52.92
2023-01-29,112.17,51.38
2023-01-30,118.39,53.73
2023-01-31,122.24,52.68
2023-02-01,124.17,54.88
2023-02-02,120.57,54.6
2023-02-03,124.75,58.65
2023-02-04,116.88,53.89
2023-02-05,112.16,53.9
2023-02-06,118.69,55.45
2023-02-07,118.8,55.91
2023-02-08,124.18,56.44
2023-02-09,123.17,57.57
2023-02-10,123.94,56.14
2023-02-11,119.96,57.99
2023-02-12,112.86,49.82
2023-02-13,115.0,57.16
2023-02-14,118.21,53.88
2023-02-15,116.99,55.89
2023-02-16,125.56,55.91
2023-02-17,133.11,64.98
2023-02-18,134.59,59.81
2023-02-19,124.12,58.64
2023-02-20,116.93,54.16
2023-02-21,120.79,57.05
2023-02-22,126.64,55.11
2023-02-23,128.45,55.39
2023-02-24,128.1,55.84
2023-02-25,114.94,52.84
2023-02-26,113.57,52.97
2023-02-27,113.7,57.31
2023-02-28,113.73,53.82
2023-03-01,114.32,54.02
2023-03-02,118.09,56.76
2023-03-03,122.62,57.47
2023-03-04,122.57,55.11
2023-03-05,113.5,55.22
2023-03-06,115.03,57.48
2023-03-07,120.01,61.8
2023-03-08,129.25,59.33
2023-03-09,122.87,54.76
2023-03-10,126.6,58.13
2023-03-11,123.6,56.1
2023-03-12,110.57,57.26
2023-03-13,113.98,50.8
2023-03-14,122.99,62.69
2023-03-15,123.7,57.66
2023-03-16,131.13,56.83
2023-03-17,125.58,57.27
2023-03-18,122.76,55.78
2023-03-19,113.28,55.2
2023-03-20,117.5,54.04
2023-03-21,125.74,58.07
2023-03-22,125.04,60.07
2023-03-23,126.25,55.21
2023-03-24,125.32,56.04
2023-03-25,122.7,59.13
2023-03-26,114.23,57.95
2023-03-27,118.17,57.52
2023-03-28,123.06,60.85
2023-03-29,124.61,58.78
2023-03-30,123.49,54.74
2023-03-31,127.78,59.85
2023-04-01,126.35,56.75
2023-04-02,117.98,57.06
2023-04-03,116.01,56.07
2023-04-04,130.42,60.39
2023-04-05,128.18,57.95
2023-04-06,127.94,59.55
2023-04-07,129.46,59.95
2023-04-08,123.36,56.93
2023-04-09,116.32,55.11
2023-04-10,126.28,58.69
2023-04-11,131.76,61.74
2023-04-12,127.37,48.7
2023-04-13,118.92,49.06
2023-04-14,117.12,55.97
2023-04-15,120.33,62.29
2023-04-16,121.73,63.09
2023-04-17,124.46,62.92
2023-04-18,134.0,56.87
2023-04-19,130.33,61.93
2023-04-20,124.17,60.91
2023-04-21,131.59,59.6
2023-04-22,125.2,55.65
2023-04-23,120.8,60.78
2023-04-24,121.32,56.48
2023-04-25,131.56,61.94
2023-04-26,133.15,59.72
2023-04-27,131.58,60.89
2023-04-28,130.65,64.92
2023-04-29,125.84,55.94
2023-04-30,123.11,59.85
2023-05-01,123.87,57.41
2023-05-02,124.75,57.8
2023-05-03,126.43,58.57
2023-05-04,123.1,59.32
2023-05-05,135.46,61.65
2023-05-06,127.47,63.11
2023-05-07,120.88,56.48
2023-05-08,127.07,61.72
2023-05-09,133.55,60.83
2023-05-10,133.26,62.88
2023-05-11,140.67,61.14
2023-05-12,138.24,63.51
2023-05-13,126.68,61.06
2023-05-14,123.17,58.65
2023-05-15,128.68,60.47
2023-05-16,137.51,62.66
2023-05-17,138.93,62.81
2023-05-18,134.71,66.29
2023-05-19,132.29,67.03
2023-05-20,138.78,61.71
2023-05-21,121.41,62.79
2023-05-22,130.56,61.09
2023-05-23,139.05,62.98
2023-05-24,141.21,63.77
2023-05-25,136.66,64.68
2023-05-26,136.91,65.1
2023-05-27,132.13,62.3
2023-05-28,130.15,60.43
2023-05-29,134.5,61.45
2023-05-30,143.23,66.85
2023-05-31,139.53,63.41
2023-06-01,145.08,64.36
2023-06-02,136.79,67.35
2023-06-03,135.41,62.23
2023-06-04,131.23,62.25
2023-06-05,134.86,60.19
2023-06-06,143.96,65.91
2023-06-07,142.75,66.36
2023-06-08,137.25,67.8
2023-06-09,142.04,65.16
2023-06-10,134.04,65.73
2023-06-11,133.54,62.93
2023-06-12,137.27,65.49
2023-06-13,142.73,65.49
2023-06-14,139.76,69.52
2023-06-15,135.3,68.16
2023-06-16,144.36,65.34
2023-06-17,133.73,65.93
2023-06-18,132.33,62.42
2023-06-19,132.65,66.1
2023-06-20,143.46,68.78
2023-06-21,140.51,70.05
2023-06-22,144.24,68.81
2023-06-23,144.78,70.77
2023-06-24,130.73,62.74
2023-06-25,119.05,60.98
2023-06-26,122.55,59.41
2023-06-27,148.51,68.31
2023-06-28,143.57,66.41
2023-06-29,142.58,66.1
2023-06-30,139.74,64.84
2023-07-01,134.67,67.49
2023-07-02,130.76,65.25
2023-07-03,136.1,64.3
2023-07-04,142.46,69.32
2023-07-05,136.48,66.1
2023-07-06,144.57,70.08
2023-07-07,137.54,66.18
2023-07-08,129.59,62.74
2023-07-09,129.35,61.09
2023-07-10,134.4,63.98
2023-07-11,139.39,64.84
2023-07-12,138.09,68.2
2023-07-13,141.62,65.8
2023-07-14,134.48,63.99
2023-07-15,133.31,64.07
2023-07-16,128.91,62.16
2023-07-17,125.77,58.43
2023-07-18,133.26,64.55
2023-07-19,152.28,70.76
2023-07-20,146.8,65.77
2023-07-21,149.58,66.02
2023-07-22,127.21,59.76
2023-07-23,121.99,58.25
2023-07-24,125.19,62.57
2023-07-25,134.66,66.99
2023-07-26,128.49,65.18
2023-07-27,144.56,66.69
2023-07-28,141.55,69.22
2023-07-29,136.48,66.27
2023-07-30,118.0,56.93
2023-07-31,125.12,60.61
2023-08-01,133.42,62.54
2023-08-02,133.68,57.67
2023-08-03,125.16,60.1
2023-08-04,131.47,61.18
2023-08-05,125.7,58.4
2023-08-06,119.92,56.87
2023-08-07,125.17,57.07
2023-08-08,128.04,60.94
2023-08-09,127.72,61.67
2023-08-10,127.35,57.12
2023-08-11,125.47,56.99
2023-08-12,123.66,57.64
2023-08-13,114.01,57.3
2023-08-14,119.08,55.49
2023-08-15,120.57,62.87
2023-08-16,123.43,54.05
2023-08-17,123.18,55.86
2023-08-18,123.48,54.19
2023-08-19,119.26,54.77
2023-08-20,111.42,55.04
2023-08-21,112.44,52.48
2023-08-22,121.48,55.77
2023-08-23,115.58,50.62
2023-08-24,115.46,54.16
2023-08-25,122.25,57.13
2023-08-26,114.04,51.49
2023-08-27,111.36,53.19
2023-08-28,113.23,51.84
2023-08-29,115.02,52.94
2023-08-30,124.45,54.69
2023-08-31,117.95,53.75
2023-09-01,115.45,54.53
2023-09-02,115.14,52.77
2023-09-03,104.06,47.75
2023-09-04,113.15,51.81
2023-09-05,108.97,53.54
2023-09-06,118.68,54.97
2023-09-07,112.01,53.28
2023-09-08,111.74,50.66
2023-09-09,107.62,52.21
2023-09-10,101.87,49.23
2023-09-11,94.56,45.06
2023-09-12,104.42,45.1
2023-09-13,100.87,44.14
2023-09-14,115.8,50.94
2023-09-15,110.28,48.48
2023-09-16,110.77,49.46
2023-09-17,101.97,44.75
2023-09-18,99.23,46.61
2023-09-19,109.83,52.91
2023-09-20,109.05,49.73
2023-09-21,106.61,47.96
2023-09-22,108.01,50.79
2023-09-23,102.65,47.29
2023-09-24,96.97,43.72
2023-09-25,107.0,51.39
2023-09-26,109.92,47.15
2023-09-27,116.59,51.81
2023-09-28,110.33,50.88
2023-09-29,119.99,53.44
2023-09-30,115.85,51.89
2023-10-01,110.34,44.07
2023-10-02,100.42,46.5
2023-10-03,116.69,50.55
2023-10-04,111.38,47.29
2023-10-05,106.55,51.9
2023-10-06,110.62,52.83
2023-10-07,106.81,47.67
2023-10-08,99.26,46.39
2023-10-09,102.85,52.17
2023-10-10,115.97,49.48
2023-10-11,110.86,50.29
2023-10-12,108.0,54.07
2023-10-13,114.76,50.86
2023-10-14,106.64,46.01
2023-10-15,103.22,47.18
2023-10-16,105.69,46.68
2023-10-17,115.37,53.04
2023-10-18,107.82,52.82
2023-10-19,109.59,53.41
2023-10-20,110.22,51.78
2023-10-21,107.64,51.75
2023-10-22,102.82,49.65
2023-10-23,104.35,47.44
2023-10-24,111.7,49.49
2023-10-25,114.6,48.18
2023-10-26,117.82,50.68
2023-10-27,112.17,52.3
2023-10-28,105.7,52.64
2023-10-29,105.28,45.85
2023-10-30,107.17,51.52
2023-10-31,114.68,50.54
2023-11-01,112.38,51.47
2023-11-02,110.33,52.45
2023-11-03,114.47,52.72
2023-11-04,116.56,52.04
2023-11-05,110.09,48.54
2023-11-06,111.15,47.45
2023-11-07,117.66,53.21
2023-11-08,117.84,53.76
2023-11-09,123.41,53.36
2023-11-10,116.67,54.87
2023-11-11,114.43,53.13
2023-11-12,105.24,51.39
2023-11-13,112.89,51.23
2023-11-14,122.55,53.84
2023-11-15,117.59,57.86
2023-11-16,120.38,57.67
2023-11-17,126.22,57.8
2023-11-18,108.13,54.53
2023-11-19,110.21,48.07
2023-11-20,117.99,53.22
2023-11-21,125.81,55.44
2023-11-22,125.11,54.12
2023-11-23,118.48,54.23
2023-11-24,120.22,56.62
2023-11-25,119.18,54.69
2023-11-26,116.38,51.45
2023-11-27,120.27,52.18
2023-11-28,119.61,57.93
2023-11-29,124.98,51.77
2023-11-30,129.79,57.89
2023-12-01,131.14,55.34
2023-12-02,118.21,52.68
2023-12-03,113.91,50.08
2023-12-04,124.03,56.63
2023-12-05,127.32,55.96
2023-12-06,127.91,59.59
2023-12-07,126.86,54.63
2023-12-08,124.46,55.13
2023-12-09,117.62,55.04
2023-12-10,121.28,56.95
2023-12-11,121.46,53.74
2023-12-12,129.72,56.15
2023-12-13,134.28,59.62
2023-12-14,133.71,58.23
2023-12-15,133.42,54.45
2023-12-16,125.35,55.84
2023-12-17,122.86,54.03
2023-12-18,121.29,52.42
2023-12-19,135.27,57.33
2023-12-20,126.59,53.26
2023-12-21,122.48,57.89
2023-12-22,123.83,55.04
2023-12-23,124.39,54.43
2023-12-24,129.28,59.18
2023-12-25,131.66,55.62
2023-12-26,140.7,58.47
2023-12-27,132.85,57.29
2023-12-28,137.49,58.7
2023-12-29,131.77,63.65
2023-12-30,131.33,59.88
2023-12-31,127.8,53.17
2024-01-01,130.57,61.63
2024-01-02,107.84,47.34
2024-01-03,113.88,50.26
2024-01-04,114.31,50.07
2024-01-05,121.32,53.92
2024-01-06,115.46,47.77
2024-01-07,107.41,49.39
2024-01-08,101.57,44.4
2024-01-09,108.85,50.36
2024-01-10,118.83,55.44
2024-01-11,118.2,52.55
2024-01-12,113.82,56.24
2024-01-13,109.37,50.75
2024-01-14,106.51,47.01
2024-01-15,104.56,48.11
2024-01-16,112.85,51.59
2024-01-17,114.38,52.83
2024-01-18,117.81,53.6
2024-01-19,113.62,56.04
2024-01-20,117.66,54.87
2024-01-21,103.98,50.33
2024-01-22,102.23,52.48
2024-01-23,110.39,51.49
2024-01-24,122.76,56.54
2024-01-25,119.94,51.95
2024-01-26,121.24,55.7
2024-01-27,125.65,54.86
2024-01-28,109.9,51.95
2024-01-29,110.93,49.87
2024-01-30,113.48,50.22
2024-01-31,124.35,56.77
2024-02-01,123.71,58.77
2024-02-02,118.75,57.6
2024-02-03,121.05,59.67
2024-02-04,115.4,55.72
2024-02-05,110.28,53.67
2024-02-06,109.41,56.53
2024-02-07,123.06,57.2
2024-02-08,117.8,56.47
2024-02-09,121.58,53.61
2024-02-10,111.3,52.53
2024-02-11,108.99,55.9
2024-02-12,100.73,49.77
2024-02-13,116.47,54.94
2024-02-14,124.76,56.45
2024-02-15,126.04,54.96
2024-02-16,121.26,56.22
2024-02-17,117.74,54.23
2024-02-18,118.29,53.43
2024-02-19,108.03,52.72
2024-02-20,116.45,55.67
2024-02-21,124.1,56.52
2024-02-22,115.66,53.85
2024-02-23,118.49,55.93
2024-02-24,115.01,55.32
2024-02-25,114.16,57.55
2024-02-26,118.92,53.41
2024-02-27,119.82,53.33
2024-02-28,123.49,59.23
2024-02-29,124.34,58.44
2024-03-01,121.64,55.26
2024-03-02,127.69,59.41
2024-03-03,120.29,53.79
2024-03-04,112.71,52.47
2024-03-05,115.93,54.6
2024-03-06,122.87,55.29
2024-03-07,122.66,56.92
2024-03-08,126.99,60.66
2024-03-09,121.21,54.72
2024-03-10,121.14,58.03
2024-03-11,111.38,55.5
2024-03-12,119.75,57.02
2024-03-13,126.83,60.49
2024-03-14,126.79,58.21
2024-03-15,128.1,59.19
2024-03-16,126.62,56.85
2024-03-17,117.98,53.11
2024-03-18,117.24,57.09
2024-03-19,120.84,56.75
2024-03-20,122.62,55.01
2024-03-21,127.0,57.92
2024-03-22,123.22,59.24
2024-03-23,131.02,57.09
2024-03-24,122.32,51.57
2024-03-25,119.48,55.65
2024-03-26,119.04,58.06
2024-03-27,123.98,63.15
2024-03-28,131.19,60.34
2024-03-29,126.99,61.53
2024-03-30,129.62,61.03
2024-03-31,125.75,57.46
2024-04-01,115.89,50.53
2024-04-02,120.64,58.48
2024-04-03,126.01,60.26
2024-04-04,131.76,57.47
2024-04-05,124.81,60.3
2024-04-06,126.58,63.44
2024-04-07,123.21,55.91
2024-04-08,123.42,53.59
2024-04-09,119.32,57.4
2024-04-10,129.61,58.46
2024-04-11,136.01,59.51
2024-04-12,127.94,61.92
2024-04-13,126.25,57.59
2024-04-14,129.71,58.57
2024-04-15,119.42,54.52
2024-04-16,121.2,56.43
2024-04-17,134.92,61.36
2024-04-18,135.46,61.55
2024-04-19,132.59,57.02
2024-04-20,125.75,58.59
2024-04-21,123.94,63.4
2024-04-22,122.84,56.62
2024-04-23,122.27,57.52
2024-04-24,131.61,61.02
2024-04-25,135.0,59.34
2024-04-26,128.53,60.16
2024-04-27,127.46,59.88
2024-04-28,129.68,59.23
2024-04-29,124.29,54.84
2024-04-30,127.77,57.76
2024-05-01,138.06,59.15
2024-05-02,133.73,58.28
2024-05-03,154.2,67.88
2024-05-04,151.07,70.71
2024-05-05,143.19,70.0
2024-05-06,124.38,56.28
2024-05-07,127.09,57.16
2024-05-08,139.04,59.15
2024-05-09,138.26,62.55
2024-05-10,138.07,66.36
2024-05-11,133.73,65.87
2024-05-12,133.9,62.04
2024-05-13,127.83,58.35
2024-05-14,129.57,61.09
2024-05-15,136.13,59.95
2024-05-16,139.9,62.77
2024-05-17,134.41,65.5
2024-05-18,133.46,63.73
2024-05-19,129.74,61.95
2024-05-20,126.13,63.81
2024-05-21,128.05,60.2
2024-05-22,140.94,62.46
2024-05-23,136.17,64.07
2024-05-24,136.52,62.32
2024-05-25,145.16,63.41
2024-05-26,134.73,63.69
2024-05-27,126.7,62.28
2024-05-28,132.6,63.6
2024-05-29,136.52,65.66
2024-05-30,143.36,65.87
2024-05-31,139.38,66.63
2024-06-01,140.77,64.49
2024-06-02,134.03,64.4
2024-06-03,131.68,64.25
2024-06-04,134.93,64.04
2024-06-05,142.84,65.36
2024-06-06,137.45,67.9
2024-06-07,135.75,66.25
2024-06-08,142.32,59.99
2024-06-09,134.9,67.22
2024-06-10,132.04,62.36
2024-06-11,140.59,62.37
2024-06-12,146.52,68.19
2024-06-13,142.52,65.75
2024-06-14,139.0,69.36
2024-06-15,142.12,69.19
2024-06-16,139.19,64.34
2024-06-17,132.17,59.31
2024-06-18,138.4,63.29
2024-06-19,142.45,69.84
2024-06-20,142.98,67.41
2024-06-21,136.6,68.58
2024-06-22,141.9,71.0
2024-06-23,141.63,63.13
2024-06-24,129.88,65.05
2024-06-25,134.16,62.76
2024-06-26,138.99,64.52
2024-06-27,139.62,67.97
2024-06-28,141.94,67.37
2024-06-29,141.46,66.62
2024-06-30,141.38,66.9
2024-07-01,129.54,62.19
2024-07-02,140.43,63.3
2024-07-03,140.85,69.48
2024-07-04,143.54,64.51
2024-07-05,144.67,65.88
2024-07-06,141.95,68.48
2024-07-07,134.72,60.48
2024-07-08,140.91,61.38
2024-07-09,131.07,62.27
2024-07-10,136.78,64.75
2024-07-11,138.22,68.23
2024-07-12,140.64,65.0
2024-07-13,136.54,60.89
2024-07-14,134.61,61.06
2024-07-15,130.17,57.1
2024-07-16,129.09,62.07
2024-07-17,134.68,67.78
2024-07-18,135.51,63.04
2024-07-19,135.79,59.42
2024-07-20,136.24,62.82
2024-07-21,128.36,61.79
2024-07-22,124.45,59.86
2024-07-23,124.1,60.41
2024-07-24,138.22,64.79
2024-07-25,138.26,59.32
2024-07-26,130.54,61.28
2024-07-27,130.9,62.22
2024-07-28,128.47,57.43
2024-07-29,122.14,59.6
2024-07-30,129.33,59.72
2024-07-31,131.6,62.41
2024-08-01,129.83,61.09
2024-08-02,113.94,55.53
2024-08-03,115.74,57.46
2024-08-04,113.77,55.69
2024-08-05,116.69,54.7
2024-08-06,117.94,59.85
2024-08-07,128.14,60.1
2024-08-08,125.16,59.5
2024-08-09,130.87,56.58
2024-08-10,126.96,60.28
2024-08-11,122.16,56.11
2024-08-12,111.94,53.13
2024-08-13,118.72,52.34
2024-08-14,122.55,58.6
2024-08-15,130.31,58.09
2024-08-16,122.78,57.01
2024-08-17,121.95,50.83
2024-08-18,113.83,48.25
2024-08-19,106.84,44.35
2024-08-20,119.26,54.03
2024-08-21,124.23,54.56
2024-08-22,117.69,56.71
2024-08-23,125.22,55.82
2024-08-24,115.16,56.55
2024-08-25,113.49,54.36
2024-08-26,114.18,48.36
2024-08-27,113.49,52.1
2024-08-28,116.72,52.9
2024-08-29,114.72,56.4
2024-08-30,119.19,52.65
2024-08-31,118.3,52.88
2024-09-01,110.13,53.11
2024-09-02,103.52,49.01
2024-09-03,110.19,47.99
2024-09-04,118.81,57.03
2024-09-05,118.25,51.97
2024-09-06,106.49,56.83
2024-09-07,111.62,52.4
2024-09-08,104.38,49.1
2024-09-09,105.0,56.01
2024-09-10,117.35,55.38
2024-09-11,116.92,58.87
2024-09-12,114.95,50.63
2024-09-13,111.88,52.44
2024-09-14,114.3,51.83
2024-09-15,108.26,49.98
2024-09-16,102.67,48.44
2024-09-17,107.09,49.69
2024-09-18,124.58,55.44
2024-09-19,126.44,59.86
2024-09-20,126.9,57.22
2024-09-21,109.2,53.19
2024-09-22,109.19,46.25
2024-09-23,100.24,47.02
2024-09-24,100.22,45.83
2024-09-25,114.99,50.56
2024-09-26,110.4,47.12
2024-09-27,111.11,50.55
2024-09-28,116.31,50.44
2024-09-29,104.74,49.42
2024-09-30,100.9,48.1
2024-10-01,101.91,51.25
2024-10-02,112.54,47.04
2024-10-03,110.49,49.52
2024-10-04,106.49,50.32
2024-10-05,109.33,49.84
2024-10-06,109.77,48.75
2024-10-07,96.29,47.36
2024-10-08,108.23,48.93
2024-10-09,111.4,50.51
2024-10-10,105.86,48.52
2024-10-11,108.13,52.32
2024-10-12,113.19,53.81
2024-10-13,109.53,47.07
2024-10-14,104.17,47.82
2024-10-15,104.27,49.55
2024-10-16,113.82,51.84
2024-10-17,106.55,48.14
2024-10-18,108.29,50.07
2024-10-19,105.69,53.26
2024-10-20,107.97,50.68
2024-10-21,98.07,48.74
2024-10-22,102.45,47.49
2024-10-23,115.4,51.34
2024-10-24,116.28,54.07
2024-10-25,111.62,50.81
2024-10-26,113.8,52.48
2024-10-27,113.47,52.41
2024-10-28,101.57,48.98
2024-10-29,107.14,49.91
2024-10-30,112.58,54.13
2024-10-31,112.81,52.14
2024-11-01,113.62,52.79
2024-11-02,113.02,51.14
2024-11-03,110.49,54.06
2024-11-04,107.68,47.22
2024-11-05,103.76,54.79
2024-11-06,114.48,51.52
2024-11-07,113.78,43.97
2024-11-08,103.86,47.64
2024-11-09,110.61,43.72
2024-11-10,115.12,51.51
2024-11-11,106.86,51.31
2024-11-12,115.8,55.21
2024-11-13,120.26,53.53
2024-11-14,117.73,52.65
2024-11-15,125.56,53.96
2024-11-16,117.86,55.58
2024-11-17,118.4,52.57
2024-11-18,116.71,49.1
2024-11-19,119.61,49.39
2024-11-20,119.52,53.81
2024-11-21,126.06,52.35
2024-11-22,128.08,55.54
2024-11-23,120.27,53.47
2024-11-24,117.86,50.53
2024-11-25,114.95,48.23
2024-11-26,117.77,48.78
2024-11-27,123.23,53.4
2024-11-28,124.68,57.05
2024-11-29,127.93,57.36
2024-11-30,129.06,56.23
2024-12-01,127.84,55.16
2024-12-02,121.48,49.43
2024-12-03,120.43,52.71
2024-12-04,130.47,56.19
2024-12-05,131.73,53.43
2024-12-06,133.89,58.98
2024-12-07,135.42,55.81
2024-12-08,122.76,51.63
2024-12-09,119.76,54.93
2024-12-10,127.35,52.75
2024-12-11,127.12,59.05
2024-12-12,138.14,59.58
2024-12-13,130.47,58.09
2024-12-14,131.48,55.75
2024-12-15,130.97,53.66
2024-12-16,126.33,51.2
2024-12-17,126.89,57.71
2024-12-18,122.82,49.03
2024-12-19,122.02,50.34
2024-12-20,124.6,51.25
2024-12-21,139.42,59.6
2024-12-22,128.15,58.37
2024-12-23,124.54,53.66
2024-12-24,130.45,55.29
2024-12-25,137.05,63.65
2024-12-26,137.23,61.52
2024-12-27,135.65,57.45
2024-12-28,137.98,63.57
2024-12-29,136.16,59.66
2024-12-30,129.58,54.18
2024-12-31,127.75,55.05
2025-01-01,103.51,48.0
2025-01-02,112.23,51.86
2025-01-03,112.45,53.48
2025-01-04,110.19,51.66
2025-01-05,118.57,54.85
2025-01-06,108.74,48.91
2025-01-07,104.11,51.63
2025-01-08,112.0,51.07
2025-01-09,115.62,51.96
2025-01-10,115.73,53.55
2025-01-11,117.52,55.09
2025-01-12,118.43,56.61
2025-01-13,113.34,52.96
2025-01-14,110.05,48.81
2025-01-15,108.58,49.37
2025-01-16,116.88,54.92
2025-01-17,124.16,59.38
2025-01-18,118.61,55.06
2025-01-19,120.37,51.87
2025-01-20,115.56,54.18
2025-01-21,105.6,48.05
2025-01-22,111.42,52.07
2025-01-23,118.88,58.52
2025-01-24,120.51,56.52
2025-01-25,116.0,52.42
2025-01-26,125.43,54.03
2025-01-27,116.0,51.83
2025-01-28,108.52,55.31
2025-01-29,113.96,53.78
2025-01-30,122.3,53.19
2025-01-31,119.93,56.81
2025-02-01,117.31,60.88
2025-02-02,122.08,56.06
2025-02-03,113.79,52.69
2025-02-04,111.54,52.52
2025-02-05,112.05,55.01
